,Unnamed: 0,workerId,conditionCE,conditionHeadN,level,arrayTraining,seenInTraining,participantText,compositionalAnswer,encodingCorrected,encodingCompositional,correctness,consonants,prepMGloss,prepRGloss,Grammar_HInitial-noCE.m.Left.r.Atop,Grammar_HInitial-noCE.m.Atop.r.Left,Grammar_HInitial-noCE.m.Left.r.Under,Grammar_HInitial-noCE.m.Atop.r.Right,Grammar_HInitial-noCE.m.Right.r.Atop,Grammar_HInitial-noCE.m.Under.r.Left,Grammar_HInitial-noCE.m.Right.r.Under,Grammar_HInitial-noCE.m.Under.r.Right,Grammar_HFinal-noCE.m.Left.r.Atop,Grammar_HFinal-noCE.m.Atop.r.Left,Grammar_HFinal-noCE.m.Left.r.Under,Grammar_HFinal-noCE.m.Atop.r.Right,Grammar_HFinal-noCE.m.Right.r.Atop,Grammar_HFinal-noCE.m.Under.r.Left,Grammar_HFinal-noCE.m.Right.r.Under,Grammar_HFinal-noCE.m.Under.r.Right,Grammar_HInitial-CE.m.Left.r.Atop,Grammar_HInitial-CE.m.Atop.r.Left,Grammar_HInitial-CE.m.Left.r.Under,Grammar_HInitial-CE.m.Atop.r.Right,Grammar_HInitial-CE.m.Right.r.Atop,Grammar_HInitial-CE.m.Under.r.Left,Grammar_HInitial-CE.m.Right.r.Under,Grammar_HInitial-CE.m.Under.r.Right,Grammar_HFinal-CE.m.Left.r.Atop,Grammar_HFinal-CE.m.Atop.r.Left,Grammar_HFinal-CE.m.Left.r.Under,Grammar_HFinal-CE.m.Atop.r.Right,Grammar_HFinal-CE.m.Right.r.Atop,Grammar_HFinal-CE.m.Under.r.Left,Grammar_HFinal-CE.m.Right.r.Under,Grammar_HFinal-CE.m.Under.r.Right,Grammar_HInitial-Crossed-PreP.m.Left.r.Atop,Grammar_HInitial-Crossed-PreP.m.Atop.r.Left,Grammar_HInitial-Crossed-PreP.m.Left.r.Under,Grammar_HInitial-Crossed-PreP.m.Atop.r.Right,Grammar_HInitial-Crossed-PreP.m.Right.r.Atop,Grammar_HInitial-Crossed-PreP.m.Under.r.Left,Grammar_HInitial-Crossed-PreP.m.Right.r.Under,Grammar_HInitial-Crossed-PreP.m.Under.r.Right,Grammar_HInitial-Crossed-PostP.m.Left.r.Atop,Grammar_HInitial-Crossed-PostP.m.Atop.r.Left,Grammar_HInitial-Crossed-PostP.m.Left.r.Under,Grammar_HInitial-Crossed-PostP.m.Atop.r.Right,Grammar_HInitial-Crossed-PostP.m.Right.r.Atop,Grammar_HInitial-Crossed-PostP.m.Under.r.Left,Grammar_HInitial-Crossed-PostP.m.Right.r.Under,Grammar_HInitial-Crossed-PostP.m.Under.r.Right,Grammar_HFinal-Crossed-PreP.m.Left.r.Atop,Grammar_HFinal-Crossed-PreP.m.Atop.r.Left,Grammar_HFinal-Crossed-PreP.m.Left.r.Under,Grammar_HFinal-Crossed-PreP.m.Atop.r.Right,Grammar_HFinal-Crossed-PreP.m.Right.r.Atop,Grammar_HFinal-Crossed-PreP.m.Under.r.Left,Grammar_HFinal-Crossed-PreP.m.Right.r.Under,Grammar_HFinal-Crossed-PreP.m.Under.r.Right,Grammar_HFinal-Crossed-PostP.m.Left.r.Atop,Grammar_HFinal-Crossed-PostP.m.Atop.r.Left,Grammar_HFinal-Crossed-PostP.m.Left.r.Under,Grammar_HFinal-Crossed-PostP.m.Atop.r.Right,Grammar_HFinal-Crossed-PostP.m.Right.r.Atop,Grammar_HFinal-Crossed-PostP.m.Under.r.Left,Grammar_HFinal-Crossed-PostP.m.Right.r.Under,Grammar_HFinal-Crossed-PostP.m.Under.r.Right
4274,8462,A87,crossed,head initial,4,"[[[1,[0]],[0]],1]",False,vuntun titil titil vuntun rae rae moy,vuntun titil titil vuntun rae rae moy,vttvrrm,vttvrrm,1.0,tvsk,left,atop,vrtrtmv,vmtrtrv,trtrvmv,trtmvrv,vmvrtrt,vrvmtrt,vmtrtrv,vrtrtmv,vmtrtrv,vrtrtmv,vmvrtrt,vrvmtrt,trtrvmv,trtmvrv,vrtrtmv,vmtrtrv,vttvmrr,vttvrrm,ttvvmrr,ttvvrmr,vvttrrm,vvttrmr,vttvrrm,vttvmrr,rrmvttv,mrrvttv,rrmvvtt,rmrvvtt,mrrttvv,rmrttvv,mrrvttv,rrmvttv,rrmvttv,mrrvttv,rrmttvv,rmrttvv,mrrvvtt,rmrvvtt,mrrvttv,rrmvttv,vttvrrm,vttvmrr,ttvvrrm,ttvvrmr,vvttmrr,vvttrmr,vttvmrr,vttvrrm,mrrvttv,rrmvttv,mrrvvtt,rmrvvtt,rrmttvv,rmrttvv,rrmvttv,mrrvttv,vttvmrr,vttvrrm,vvttmrr,vvttrmr,ttvvrrm,ttvvrmr,vttvrrm,vttvmrr
4257,8445,A87,crossed,head initial,3,"[1,[3,[3]]]",True,vuntun kaku kaku moy rae,vuntun kaku kaku moy rae,vkkmr,vkkmr,1.0,tvsk,left,atop,vmkrk,vrkrk,vmkrk,vrkrk,krkmv,krkrv,krkmv,krkrv,krkmv,krkrv,krkmv,krkrv,vmkrk,vrkrk,vmkrk,vrkrk,vkkrm,vkkrr,vkkrm,vkkrr,kkvmr,kkvrr,kkvmr,kkvrr,mrkkv,rrkkv,mrkkv,rrkkv,rmvkk,rrvkk,rmvkk,rrvkk,mrvkk,rrvkk,mrvkk,rrvkk,rmkkv,rrkkv,rmkkv,rrkkv,vkkmr,vkkrr,vkkmr,vkkrr,kkvrm,kkvrr,kkvrm,kkvrr,rmkkv,rrkkv,rmkkv,rrkkv,mrvkk,rrvkk,mrvkk,rrvkk,kkvrm,kkvrr,kkvrm,kkvrr,vkkmr,vkkrr,vkkmr,vkkrr
4266,8454,A87,crossed,head initial,4,"[[[3,1],[3]],3]",False,kaku vuntun kaku kaku moy rae moy,kaku vuntun kaku kaku moy rae moy,kvkkmrm,kvkkmrm,1.0,tvsk,left,atop,kmvrkmk,krvrkrk,krkmvmk,krkrvrk,kmvmkrk,krvrkrk,kmkrvmk,krkrvrk,kmkrvmk,krkrvrk,kmvmkrk,krvrkrk,krkmvmk,krkrvrk,kmvrkmk,krvrkrk,kvkkmrm,kvkkrrr,kkvkmmr,kkvkrrr,kvkkrmm,kvkkrrr,kkvkmrm,kkvkrrr,mrmkkvk,rrrkkvk,rmmkvkk,rrrkvkk,mmrkkvk,rrrkkvk,mrmkvkk,rrrkvkk,mrmkvkk,rrrkvkk,rmmkkvk,rrrkkvk,mmrkvkk,rrrkvkk,mrmkkvk,rrrkkvk,kvkkmrm,kvkkrrr,kkvkrmm,kkvkrrr,kvkkmmr,kvkkrrr,kkvkmrm,kkvkrrr,mrmkkvk,rrrkkvk,mmrkvkk,rrrkvkk,rmmkkvk,rrrkkvk,mrmkvkk,rrrkvkk,kkvkmrm,kkvkrrr,kvkkmmr,kvkkrrr,kkvkrmm,kkvkrrr,kvkkmrm,kvkkrrr
4256,8444,A87,crossed,head initial,3,"[[1,[2]],[2]]",True,vuntun silvil silvil rae rae,vuntun silvil silvil rae rae,vssrr,vssrr,1.0,tvsk,left,atop,vrsrs,vrsms,srsrv,smsrv,vrsrs,vrsms,srsrv,smsrv,srsrv,smsrv,vrsrs,vrsms,srsrv,smsrv,vrsrs,vrsms,vssrr,vssmr,ssvrr,ssvrm,vssrr,vssmr,ssvrr,ssvrm,rrssv,rmssv,rrvss,mrvss,rrssv,rmssv,rrvss,mrvss,rrvss,rmvss,rrssv,mrssv,rrvss,rmvss,rrssv,mrssv,vssrr,vssrm,ssvrr,ssvmr,vssrr,vssrm,ssvrr,ssvmr,rrssv,mrssv,rrvss,rmvss,rrssv,mrssv,rrvss,rmvss,ssvrr,ssvmr,vssrr,vssrm,ssvrr,ssvmr,vssrr,vssrm
4275,8463,A87,crossed,head initial,4,"[[[3,3],[0]],[2]]",False,kaku kaku titil silvil moy rae rae,kaku kaku titil silvil moy rae rae,kktsmrr,kktsmrr,1.0,tvsk,left,atop,kmkrtrs,krkrtms,srtrkmk,smtrkrk,kmkrtrs,krkrtms,srtrkmk,smtrkrk,srtrkmk,smtrkrk,kmkrtrs,krkrtms,srtrkmk,smtrkrk,kmkrtrs,krkrtms,kktsrrm,kktsmrr,stkkmrr,stkkrrm,kktsrrm,kktsmrr,stkkmrr,stkkrrm,mrrstkk,rrmstkk,rrmkkts,mrrkkts,mrrstkk,rrmstkk,rrmkkts,mrrkkts,mrrkkts,rrmkkts,rrmstkk,mrrstkk,mrrkkts,rrmkkts,rrmstkk,mrrstkk,kktsmrr,kktsrrm,stkkrrm,stkkmrr,kktsmrr,kktsrrm,stkkrrm,stkkmrr,rrmstkk,mrrstkk,mrrkkts,rrmkkts,rrmstkk,mrrstkk,mrrkkts,rrmkkts,stkkrrm,stkkmrr,kktsmrr,kktsrrm,stkkrrm,stkkmrr,kktsmrr,kktsrrm
4254,8442,A87,crossed,head initial,3,"[0,[[2,0]]]",True,titil silvil titil rae moy,titil silvil titil rae moy,tstrm,tstrm,1.0,tvsk,left,atop,trsmt,tmsrt,smtrt,srtmt,trtms,tmtrs,tmsrt,trsmt,tmsrt,trsmt,trtms,tmtrs,smtrt,srtmt,trsmt,tmsrt,tstmr,tstrm,sttrm,sttmr,ttsmr,ttsrm,tstrm,tstmr,rmtst,mrtst,mrtts,rmtts,rmstt,mrstt,mrtst,rmtst,rmtst,mrtst,mrstt,rmstt,rmtts,mrtts,mrtst,rmtst,tstrm,tstmr,sttmr,sttrm,ttsrm,ttsmr,tstmr,tstrm,mrtst,rmtst,rmtts,mrtts,mrstt,rmstt,rmtst,mrtst,tstmr,tstrm,ttsrm,ttsmr,sttmr,sttrm,tstrm,tstmr
4236,8424,A87,crossed,head initial,1,0,True,titil,titil,t,t,1.0,tvsk,left,atop,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
4237,8425,A87,crossed,head initial,1,1,True,vuntun,vuntun,v,v,1.0,tvsk,left,atop,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v
4238,8426,A87,crossed,head initial,1,2,True,silvil,silvil,s,s,1.0,tvsk,left,atop,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
4239,8427,A87,crossed,head initial,1,3,True,kaku,kaku,k,k,1.0,tvsk,left,atop,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
4240,8428,A87,crossed,head initial,2,"[3,3]",True,kaku kaku moy,kaku kaku moy,kkm,kkm,1.0,tvsk,left,atop,kmk,krk,kmk,krk,kmk,krk,kmk,krk,kmk,krk,kmk,krk,kmk,krk,kmk,krk,kkm,kkr,kkm,kkr,kkm,kkr,kkm,kkr,mkk,rkk,mkk,rkk,mkk,rkk,mkk,rkk,mkk,rkk,mkk,rkk,mkk,rkk,mkk,rkk,kkm,kkr,kkm,kkr,kkm,kkr,kkm,kkr,mkk,rkk,mkk,rkk,mkk,rkk,mkk,rkk,kkm,kkr,kkm,kkr,kkm,kkr,kkm,kkr
4241,8429,A87,crossed,head initial,2,"[1,3]",True,vuntun kaku moy,vuntun kaku moy,vkm,vkm,1.0,tvsk,left,atop,vmk,vrk,vmk,vrk,kmv,krv,kmv,krv,kmv,krv,kmv,krv,vmk,vrk,vmk,vrk,vkm,vkr,vkm,vkr,kvm,kvr,kvm,kvr,mkv,rkv,mkv,rkv,mvk,rvk,mvk,rvk,mvk,rvk,mvk,rvk,mkv,rkv,mkv,rkv,vkm,vkr,vkm,vkr,kvm,kvr,kvm,kvr,mkv,rkv,mkv,rkv,mvk,rvk,mvk,rvk,kvm,kvr,kvm,kvr,vkm,vkr,vkm,vkr
4242,8430,A87,crossed,head initial,2,"[0,[1]]",True,titil vuntun rae,titil vuntun rae,tvr,tvr,1.0,tvsk,left,atop,trv,tmv,vrt,vmt,trv,tmv,vrt,vmt,vrt,vmt,trv,tmv,vrt,vmt,trv,tmv,tvr,tvm,vtr,vtm,tvr,tvm,vtr,vtm,rvt,mvt,rtv,mtv,rvt,mvt,rtv,mtv,rtv,mtv,rvt,mvt,rtv,mtv,rvt,mvt,tvr,tvm,vtr,vtm,tvr,tvm,vtr,vtm,rvt,mvt,rtv,mtv,rvt,mvt,rtv,mtv,vtr,vtm,tvr,tvm,vtr,vtm,tvr,tvm
4243,8431,A87,crossed,head initial,2,"[3,[1]]",True,kaku vuntun rae,kaku vuntun rae,kvr,kvr,1.0,tvsk,left,atop,krv,kmv,vrk,vmk,krv,kmv,vrk,vmk,vrk,vmk,krv,kmv,vrk,vmk,krv,kmv,kvr,kvm,vkr,vkm,kvr,kvm,vkr,vkm,rvk,mvk,rkv,mkv,rvk,mvk,rkv,mkv,rkv,mkv,rvk,mvk,rkv,mkv,rvk,mvk,kvr,kvm,vkr,vkm,kvr,kvm,vkr,vkm,rvk,mvk,rkv,mkv,rvk,mvk,rkv,mkv,vkr,vkm,kvr,kvm,vkr,vkm,kvr,kvm
4244,8432,A87,crossed,head initial,2,"[2,[1]]",True,silvil vuntun rae,silvil vuntun rae,svr,svr,1.0,tvsk,left,atop,srv,smv,vrs,vms,srv,smv,vrs,vms,vrs,vms,srv,smv,vrs,vms,srv,smv,svr,svm,vsr,vsm,svr,svm,vsr,vsm,rvs,mvs,rsv,msv,rvs,mvs,rsv,msv,rsv,msv,rvs,mvs,rsv,msv,rvs,mvs,svr,svm,vsr,vsm,svr,svm,vsr,vsm,rvs,mvs,rsv,msv,rvs,mvs,rsv,msv,vsr,vsm,svr,svm,vsr,vsm,svr,svm
4255,8443,A87,crossed,head initial,3,"[[3,2],[0]]",True,kaku silvil titil moy rae,kaku silvil titil moy rae,kstmr,kstmr,1.0,tvsk,left,atop,kmsrt,kmsmt,trkms,tmkms,smkrt,smkmt,trsmk,tmsmk,trsmk,tmsmk,smkrt,smkmt,trkms,tmkms,kmsrt,kmsmt,kstrm,kstmm,tksmr,tksmm,sktrm,sktmm,tskmr,tskmm,mrtsk,mmtsk,rmskt,mmskt,mrtks,mmtks,rmkst,mmkst,mrkst,mmkst,rmtks,mmtks,mrskt,mmskt,rmtsk,mmtsk,kstmr,kstmm,tksrm,tksmm,sktmr,sktmm,tskrm,tskmm,rmtsk,mmtsk,mrskt,mmskt,rmtks,mmtks,mrkst,mmkst,tskrm,tskmm,sktmr,sktmm,tksrm,tksmm,kstmr,kstmm
4246,8434,A87,crossed,head initial,2,"[0,0]",True,titil titil moy,titil titil moy,ttm,ttm,1.0,tvsk,left,atop,tmt,trt,tmt,trt,tmt,trt,tmt,trt,tmt,trt,tmt,trt,tmt,trt,tmt,trt,ttm,ttr,ttm,ttr,ttm,ttr,ttm,ttr,mtt,rtt,mtt,rtt,mtt,rtt,mtt,rtt,mtt,rtt,mtt,rtt,mtt,rtt,mtt,rtt,ttm,ttr,ttm,ttr,ttm,ttr,ttm,ttr,mtt,rtt,mtt,rtt,mtt,rtt,mtt,rtt,ttm,ttr,ttm,ttr,ttm,ttr,ttm,ttr
4247,8435,A87,crossed,head initial,2,"[3,[0]]",True,kaku titil rae,kaku titil rae,ktr,ktr,1.0,tvsk,left,atop,krt,kmt,trk,tmk,krt,kmt,trk,tmk,trk,tmk,krt,kmt,trk,tmk,krt,kmt,ktr,ktm,tkr,tkm,ktr,ktm,tkr,tkm,rtk,mtk,rkt,mkt,rtk,mtk,rkt,mkt,rkt,mkt,rtk,mtk,rkt,mkt,rtk,mtk,ktr,ktm,tkr,tkm,ktr,ktm,tkr,tkm,rtk,mtk,rkt,mkt,rtk,mtk,rkt,mkt,tkr,tkm,ktr,ktm,tkr,tkm,ktr,ktm
4248,8436,A87,crossed,head initial,2,"[2,2]",False,silvil silvil moy,silvil silvil moy,ssm,ssm,1.0,tvsk,left,atop,sms,srs,sms,srs,sms,srs,sms,srs,sms,srs,sms,srs,sms,srs,sms,srs,ssm,ssr,ssm,ssr,ssm,ssr,ssm,ssr,mss,rss,mss,rss,mss,rss,mss,rss,mss,rss,mss,rss,mss,rss,mss,rss,ssm,ssr,ssm,ssr,ssm,ssr,ssm,ssr,mss,rss,mss,rss,mss,rss,mss,rss,ssm,ssr,ssm,ssr,ssm,ssr,ssm,ssr
4249,8437,A87,crossed,head initial,2,"[2,[3]]",False,silvil kaku rae,silvil kaku rae,skr,skr,1.0,tvsk,left,atop,srk,smk,krs,kms,srk,smk,krs,kms,krs,kms,srk,smk,krs,kms,srk,smk,skr,skm,ksr,ksm,skr,skm,ksr,ksm,rks,mks,rsk,msk,rks,mks,rsk,msk,rsk,msk,rks,mks,rsk,msk,rks,mks,skr,skm,ksr,ksm,skr,skm,ksr,ksm,rks,mks,rsk,msk,rks,mks,rsk,msk,ksr,ksm,skr,skm,ksr,ksm,skr,skm
4250,8438,A87,crossed,head initial,2,"[0,[2]]",False,titil silvil rae,titil silvil rae,tsr,tsr,1.0,tvsk,left,atop,trs,tms,srt,smt,trs,tms,srt,smt,srt,smt,trs,tms,srt,smt,trs,tms,tsr,tsm,str,stm,tsr,tsm,str,stm,rst,mst,rts,mts,rst,mst,rts,mts,rts,mts,rst,mst,rts,mts,rst,mst,tsr,tsm,str,stm,tsr,tsm,str,stm,rst,mst,rts,mts,rst,mst,rts,mts,str,stm,tsr,tsm,str,stm,tsr,tsm
4251,8439,A87,crossed,head initial,2,"[0,1]",False,titil vuntun moy,titil vuntun moy,tvm,tvm,1.0,tvsk,left,atop,tmv,trv,tmv,trv,vmt,vrt,vmt,vrt,vmt,vrt,vmt,vrt,tmv,trv,tmv,trv,tvm,tvr,tvm,tvr,vtm,vtr,vtm,vtr,mvt,rvt,mvt,rvt,mtv,rtv,mtv,rtv,mtv,rtv,mtv,rtv,mvt,rvt,mvt,rvt,tvm,tvr,tvm,tvr,vtm,vtr,vtm,vtr,mvt,rvt,mvt,rvt,mtv,rtv,mtv,rtv,vtm,vtr,vtm,vtr,tvm,tvr,tvm,tvr
4252,8440,A87,crossed,head initial,3,"[[3,[3]],[2]]",True,titil titil silvil rae rae,kaku kaku silvil rae rae,ttsrr,kksrr,0.6,tvsk,left,atop,krkrs,krkms,srkrk,smkrk,krkrs,krkms,srkrk,smkrk,srkrk,smkrk,krkrs,krkms,srkrk,smkrk,krkrs,krkms,kksrr,kksmr,skkrr,skkrm,kksrr,kksmr,skkrr,skkrm,rrskk,rmskk,rrkks,mrkks,rrskk,rmskk,rrkks,mrkks,rrkks,rmkks,rrskk,mrskk,rrkks,rmkks,rrskk,mrskk,kksrr,kksrm,skkrr,skkmr,kksrr,kksrm,skkrr,skkmr,rrskk,mrskk,rrkks,rmkks,rrskk,mrskk,rrkks,rmkks,skkrr,skkmr,kksrr,kksrm,skkrr,skkmr,kksrr,kksrm
4253,8441,A87,crossed,head initial,3,"[2,[3,[0]]]",True,silvil kaku titil moy rae,silvil kaku titil moy rae,sktmr,sktmr,1.0,tvsk,left,atop,smkrt,srkrt,smtrk,srtrk,krtms,krtrs,trkms,trkrs,trkms,trkrs,krtms,krtrs,smtrk,srtrk,smkrt,srkrt,sktrm,sktrr,stkrm,stkrr,ktsmr,ktsrr,tksmr,tksrr,mrtks,rrtks,mrkts,rrkts,rmstk,rrstk,rmskt,rrskt,mrskt,rrskt,mrstk,rrstk,rmkts,rrkts,rmtks,rrtks,sktmr,sktrr,stkmr,stkrr,ktsrm,ktsrr,tksrm,tksrr,rmtks,rrtks,rmkts,rrkts,mrstk,rrstk,mrskt,rrskt,tksrm,tksrr,ktsrm,ktsrr,stkmr,stkrr,sktmr,sktrr
4245,8433,A87,crossed,head initial,2,"[2,1]",True,silvil vuntun moy,silvil vuntun moy,svm,svm,1.0,tvsk,left,atop,smv,srv,smv,srv,vms,vrs,vms,vrs,vms,vrs,vms,vrs,smv,srv,smv,srv,svm,svr,svm,svr,vsm,vsr,vsm,vsr,mvs,rvs,mvs,rvs,msv,rsv,msv,rsv,msv,rsv,msv,rsv,mvs,rvs,mvs,rvs,svm,svr,svm,svr,vsm,vsr,vsm,vsr,mvs,rvs,mvs,rvs,msv,rsv,msv,rsv,vsm,vsr,vsm,vsr,svm,svr,svm,svr
4303,8547,A88,crossed,head initial,3,"[[1,2],0]",False,vinkin sosi tuntul moy moy,vinkin sosi tuntul moy moy,vstmm,vstmm,1.0,tvsk,left,atop,vmsmt,vmsrt,vmsmt,vmsrt,tmsmv,trsmv,tmsmv,trsmv,tmsmv,trsmv,tmsmv,trsmv,vmsmt,vmsrt,vmsmt,vmsrt,vstmm,vstrm,vstmm,vstrm,tsvmm,tsvmr,tsvmm,tsvmr,mmtsv,mrtsv,mmtsv,mrtsv,mmvst,rmvst,mmvst,rmvst,mmvst,mrvst,mmvst,mrvst,mmtsv,rmtsv,mmtsv,rmtsv,vstmm,vstmr,vstmm,vstmr,tsvmm,tsvrm,tsvmm,tsvrm,mmtsv,rmtsv,mmtsv,rmtsv,mmvst,mrvst,mmvst,mrvst,tsvmm,tsvrm,tsvmm,tsvrm,vstmm,vstmr,vstmm,vstmr
4302,8546,A88,crossed,head initial,3,"[[1,[1]],0]",False,vinkin tuntul vinkin moy rae,vinkin vinkin tuntul rae moy,vtvmr,vvtrm,0.6,tvsk,left,atop,vrvmt,vrvrt,vrvmt,vrvrt,tmvrv,trvrv,tmvrv,trvrv,tmvrv,trvrv,tmvrv,trvrv,vrvmt,vrvrt,vrvmt,vrvrt,vvtmr,vvtrr,vvtmr,vvtrr,tvvrm,tvvrr,tvvrm,tvvrr,rmtvv,rrtvv,rmtvv,rrtvv,mrvvt,rrvvt,mrvvt,rrvvt,rmvvt,rrvvt,rmvvt,rrvvt,mrtvv,rrtvv,mrtvv,rrtvv,vvtrm,vvtrr,vvtrm,vvtrr,tvvmr,tvvrr,tvvmr,tvvrr,mrtvv,rrtvv,mrtvv,rrtvv,rmvvt,rrvvt,rmvvt,rrvvt,tvvmr,tvvrr,tvvmr,tvvrr,vvtrm,vvtrr,vvtrm,vvtrr
4301,8545,A88,crossed,head initial,3,"[[3,3],0]",False,kanka kanka tuntul moy moy,kanka kanka tuntul moy moy,kktmm,kktmm,1.0,tvsk,left,atop,kmkmt,kmkrt,kmkmt,kmkrt,tmkmk,trkmk,tmkmk,trkmk,tmkmk,trkmk,tmkmk,trkmk,kmkmt,kmkrt,kmkmt,kmkrt,kktmm,kktrm,kktmm,kktrm,tkkmm,tkkmr,tkkmm,tkkmr,mmtkk,mrtkk,mmtkk,mrtkk,mmkkt,rmkkt,mmkkt,rmkkt,mmkkt,mrkkt,mmkkt,mrkkt,mmtkk,rmtkk,mmtkk,rmtkk,kktmm,kktmr,kktmm,kktmr,tkkmm,tkkrm,tkkmm,tkkrm,mmtkk,rmtkk,mmtkk,rmtkk,mmkkt,mrkkt,mmkkt,mrkkt,tkkmm,tkkrm,tkkmm,tkkrm,kktmm,kktmr,kktmm,kktmr
4297,8541,A88,crossed,head initial,3,"[1,[3,[3]]]",True,vinkin kanka kanka moy rae,vinkin kanka kanka moy rae,vkkmr,vkkmr,1.0,tvsk,left,atop,vmkrk,vrkrk,vmkrk,vrkrk,krkmv,krkrv,krkmv,krkrv,krkmv,krkrv,krkmv,krkrv,vmkrk,vrkrk,vmkrk,vrkrk,vkkrm,vkkrr,vkkrm,vkkrr,kkvmr,kkvrr,kkvmr,kkvrr,mrkkv,rrkkv,mrkkv,rrkkv,rmvkk,rrvkk,rmvkk,rrvkk,mrvkk,rrvkk,mrvkk,rrvkk,rmkkv,rrkkv,rmkkv,rrkkv,vkkmr,vkkrr,vkkmr,vkkrr,kkvrm,kkvrr,kkvrm,kkvrr,rmkkv,rrkkv,rmkkv,rrkkv,mrvkk,rrvkk,mrvkk,rrvkk,kkvrm,kkvrr,kkvrm,kkvrr,vkkmr,vkkrr,vkkmr,vkkrr
4299,8543,A88,crossed,head initial,3,"[[0,3],[1]]",True,tuntul kanka vinkin moy rae,tuntul kanka vinkin moy rae,tkvmr,tkvmr,1.0,tvsk,left,atop,tmkrv,tmkmv,vrtmk,vmtmk,kmtrv,kmtmv,vrkmt,vmkmt,vrkmt,vmkmt,kmtrv,kmtmv,vrtmk,vmtmk,tmkrv,tmkmv,tkvrm,tkvmm,vtkmr,vtkmm,ktvrm,ktvmm,vktmr,vktmm,mrvkt,mmvkt,rmktv,mmktv,mrvtk,mmvtk,rmtkv,mmtkv,mrtkv,mmtkv,rmvtk,mmvtk,mrktv,mmktv,rmvkt,mmvkt,tkvmr,tkvmm,vtkrm,vtkmm,ktvmr,ktvmm,vktrm,vktmm,rmvkt,mmvkt,mrktv,mmktv,rmvtk,mmvtk,mrtkv,mmtkv,vktrm,vktmm,ktvmr,ktvmm,vtkrm,vtkmm,tkvmr,tkvmm
4298,8542,A88,crossed,head initial,3,"[[1,[2]],2]",True,vinkin sosi sosi rae moy,vinkin sosi sosi rae moy,vssrm,vssrm,1.0,tvsk,left,atop,vrsms,vrsrs,srvms,srvrs,smvrs,srvrs,smsrv,srsrv,smsrv,srsrv,smvrs,srvrs,srvms,srvrs,vrsms,vrsrs,vssmr,vssrr,svsmr,svsrr,svsrm,svsrr,ssvrm,ssvrr,rmssv,rrssv,rmsvs,rrsvs,mrsvs,rrsvs,mrvss,rrvss,rmvss,rrvss,rmsvs,rrsvs,mrsvs,rrsvs,mrssv,rrssv,vssrm,vssrr,svsrm,svsrr,svsmr,svsrr,ssvmr,ssvrr,mrssv,rrssv,mrsvs,rrsvs,rmsvs,rrsvs,rmvss,rrvss,ssvmr,ssvrr,svsmr,svsrr,svsrm,svsrr,vssrm,vssrr
4304,8548,A88,crossed,head initial,4,"[3,[2,[2,[3]]]]",False,vinkin sosi sosi kanka rae moy rae,kanka sosi sosi kanka moy moy rae,vsskrmr,ksskmmr,0.7142857142857142,tvsk,left,atop,kmsmsrk,krsmsmk,kmsmkrs,krsmkms,srkmsmk,smkmsrk,krsmsmk,kmsmsrk,krsmsmk,kmsmsrk,srkmsmk,smkmsrk,kmsmkrs,krsmkms,kmsmsrk,krsmsmk,ksskrmm,ksskmmr,ksksrmm,ksksmmr,skskmmr,skskrmm,ksskmmr,ksskrmm,mmrkssk,rmmkssk,mmrsksk,rmmsksk,rmmksks,mmrksks,rmmkssk,mmrkssk,mmrkssk,rmmkssk,mmrksks,rmmksks,rmmsksk,mmrsksk,rmmkssk,mmrkssk,ksskmmr,ksskrmm,ksksmmr,ksksrmm,skskrmm,skskmmr,ksskrmm,ksskmmr,rmmkssk,mmrkssk,rmmsksk,mmrsksk,mmrksks,rmmksks,mmrkssk,rmmkssk,ksskrmm,ksskmmr,skskrmm,skskmmr,ksksmmr,ksksrmm,ksskmmr,ksskrmm
